#,Seccion,Area,Nombre Area,Subarea,Nombre Subarea,Tipo,Pregunta,Opcion A,Opcion B,Opcion C,Respuesta correcta,Explicacion,Dificultad,Imagen URL,Tags,Piloto,Veces visto,Veces correcto,Stimulus ID,ID,Creada
832,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,DevOps se define mejor como:,Un equipo separado entre desarrollo y operaciones,"Una cultura, prácticas y herramientas que combinan desarrollo y operaciones para acortar el ciclo de vida del software, entregando con calidad y frecuencia altas",Una herramienta de Microsoft,B,"DevOps (Patrick Debois, 2009) rompe el muro entre dev y ops mediante automatización (CI/CD, IaC), métricas compartidas (MTTR, lead time) y cultura de colaboración. No es una herramienta sino un movimiento.",medium,,"DevOps,cultura,CICD",no,0,0,,5bfd75bc-1332-5e11-85ea-eed383911137,2026-05-30T17:06:13.449232
833,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Un sistema migra de un servidor on-premise a AWS, sin agregar funcionalidad ni corregir bugs. Solo se adapta al nuevo entorno cloud. ¿Que tipo de mantenimiento se realizo?",Correctivo,Adaptativo,Perfectivo,B,"Adaptativo es la respuesta a cambios del entorno (nuevo SO, nueva plataforma, nuevo hardware). Migrar a la nube sin cambiar funcionalidad es el ejemplo clasico.",medium,,,no,0,0,,764c0f9e-8873-4610-9c23-d52134abac02,2026-05-29T05:21:06.399081+00:00
834,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,El Product Backlog en Scrum es:,Una lista cerrada y firmada que no puede cambiar durante el proyecto,"Una lista emergente, ordenada y única de todo lo que se conoce que se necesita en el producto, gestionada por el Product Owner",El listado de bugs del equipo de QA,B,"El Product Backlog evoluciona constantemente conforme se aprende más del producto y mercado. El PO es responsable de su contenido, orden y disponibilidad. Nunca está 'completo'.",easy,,"Scrum,backlog,PO",no,0,0,,e55895b2-bdef-5ff1-bb29-5d6cdbb76b92,2026-05-30T17:06:13.449245
835,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,Una organizacion enfrenta un sistema legacy COBOL de 30 anos cuyo costo de mantenimiento crecio 40% en 2 anos. La documentacion se perdio y solo 1 ingeniero queda con conocimiento. ¿Que estrategia es la mas apropiada a largo plazo?,Continuar mantenimiento correctivo indefinidamente,Reingenieria con ingenieria inversa para reconstruir documentacion y migrar a tecnologia moderna,Suspender el sistema sin reemplazo,B,"Cuando el costo de mantener crece y se pierde conocimiento, la reingenieria (ingenieria inversa + reestructuracion + ingenieria directa) es la respuesta estandar. Continuar parchando empeora la deuda.",hard,,,no,0,0,,174543d0-bf18-457a-b482-e7dcaaa50784,2026-05-29T05:21:06.399081+00:00
836,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"El equipo refactoriza un modulo legacy, actualiza dependencias obsoletas y mejora la cobertura de tests sin agregar features ni arreglar bugs concretos. El objetivo es evitar problemas futuros. ¿Que tipo de mantenimiento es?",Perfectivo,Adaptativo,Preventivo,C,"Preventivo previene problemas futuros mediante refactor, actualizacion de dependencias y mejora de calidad interna. Representa aprox 5% del esfuerzo total de mantenimiento.",medium,,,no,0,0,,086a27e4-b77d-40c9-8a44-e0fba2e459b8,2026-05-29T05:21:06.399081+00:00
837,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,Un Scrum Master detecta que el equipo no termina los items comprometidos en el sprint y nadie levanta la mano sobre los bloqueos. ¿En que evento debe asegurarse de que esos bloqueos se discutan diariamente?,Sprint Planning,Sprint Review,Daily Scrum,C,El Daily Scrum (15 min) es el evento donde el equipo inspecciona el progreso y hace visibles los impedimentos. El Scrum Master debe asegurar que efectivamente se discutan ahi.,easy,,,no,0,0,,c7641e06-0ae1-47f2-a801-3b0c42afa6e0,2026-05-29T05:21:06.399081+00:00
838,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Durante un debate, un patrocinador exige un plan detallado fijo a 12 meses. El Scrum Master responde citando un valor del Manifiesto Agil. ¿Cual aplica directamente?",Respuesta ante el cambio sobre seguir un plan,Individuos e interacciones sobre procesos y herramientas,Software funcionando sobre documentacion extensiva,A,El valor 'respuesta ante el cambio sobre seguir un plan' es el que justifica adaptar la planeacion en vez de congelarla a 12 meses.,medium,,,no,0,0,,d0618d65-e25d-472a-bc69-63f1123f1d9e,2026-05-29T05:21:06.399081+00:00
839,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Un equipo planifica las pruebas de aceptacion al mismo tiempo que se levantan los requisitos, las pruebas de integracion junto con el diseno arquitectonico, y las pruebas unitarias junto con la codificacion. ¿Que metodologia describe esta practica?",Modelo V,Modelo Espiral,Cascada,A,"El Modelo V vincula cada fase de desarrollo con su correspondiente fase de pruebas: requisitos-aceptacion, diseno-integracion, codigo-unitarias. Esa simetria forma la 'V'.",medium,,,no,0,0,,56a4c2c0-1e9b-46c7-afca-2d9c755d5599,2026-05-29T05:21:06.399081+00:00
840,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Despues del Sprint Review, el equipo se reune internamente para analizar como mejorar el proceso de trabajo. No se discute el producto sino la dinamica del equipo. ¿Que evento Scrum es?",Sprint Planning,Sprint Retrospective,Daily Scrum,B,La Retrospective se enfoca en mejorar el PROCESO del equipo. El Review se enfoca en el producto. Es el evento que cierra el sprint antes del siguiente Planning.,medium,,,no,0,0,,4cc058f6-ef78-48ce-b33d-3ca263e4da99,2026-05-29T05:21:06.399081+00:00
841,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Un equipo aplica TDD, pair programming, refactoring continuo, integracion continua y mantiene un cliente on-site. ¿Que metodologia agil corresponde?",Kanban,XP (Extreme Programming),Scrum,B,"Esas son las practicas distintivas de XP: TDD, pair programming, refactoring continuo, integracion continua y cliente on-site. Scrum no prescribe practicas tecnicas.",easy,,,no,0,0,,fc29bcbc-57f8-41c0-b545-4536f8b989c6,2026-05-29T05:21:06.399081+00:00
842,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Una empresa de soporte usa un tablero con columnas To Do, In Progress, Done, limita el WIP a 3 tareas por columna y mide cycle time. No hay sprints. ¿Que metodologia esta aplicando?",Scrum,Kanban,XP,B,"Kanban se caracteriza por tablero visual, limites WIP y flujo continuo sin sprints. Scrum si tiene sprints; XP enfatiza practicas de ingenieria como TDD y pair programming.",easy,,,no,0,0,,c9acb572-0a65-4d9c-b3fa-e5a35d44e632,2026-05-29T05:21:06.399081+00:00
843,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"Al finalizar el sprint, el equipo demuestra el incremento construido a los stakeholders y recibe retroalimentacion para ajustar el backlog. ¿Que evento Scrum es?",Sprint Retrospective,Sprint Review,Daily Scrum,B,"El Sprint Review es la demostracion al final del sprint con stakeholders, enfocada en el PRODUCTO. La Retrospective es interna y enfocada en el PROCESO.",easy,,,no,0,0,,c83f821f-36a2-4b04-9c8f-7373d0f63d92,2026-05-29T05:21:06.399081+00:00
844,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"En Lean Software Development, uno de los siete desperdicios identificados es:",Documentación de requerimientos,"Trabajo parcialmente realizado (partially done work): código sin integrar, features sin desplegar, requerimientos sin construir",Pruebas automatizadas,B,"Los siete desperdicios de Poppendieck son: trabajo parcialmente realizado, procesos extra, features no usadas, task switching, esperas, movimientos (handoffs) y defectos. Documentación necesaria y pruebas no son desperdicios.",hard,,"Lean,desperdicios,agil",no,0,0,,62b26f62-355b-5ddd-9eec-240f61273e90,2026-05-30T17:06:13.449416
845,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,"En un proyecto con requerimientos que cambian frecuentemente, ¿qué modelo es MENOS apropiado?",Cascada,Scrum,Espiral,A,Cascada es el menos apropiado para cambios frecuentes porque es secuencial y rígido.,medium,,,no,0,0,,0e952809-daeb-44e8-8ed1-4210b584dd41,2026-05-29T02:16:20.577545+00:00
846,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,La principal ventaja del Modelo V sobre Cascada es:,Es más rápido,No necesita documentación,"Las pruebas se planifican desde el inicio, en paralelo con cada fase de desarrollo",C,Modelo V: las pruebas no son algo que se hace 'al final' sino que se diseñan desde que se definen los requerimientos.,medium,,,no,0,0,,c1a21a4b-402e-4d25-aff1-716db8d2b8c0,2026-05-29T02:16:20.577545+00:00
847,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,El modelo V (V-model) es:,"Una variante de Waterfall que enfatiza la correspondencia entre fases de desarrollo y niveles de prueba: requerimientos↔aceptación, diseño↔integración, código↔unitarias",Una metodología ágil derivada de XP,Un patrón de diseño orientado a eventos,A,"El V-model mapea cada fase de desarrollo a un nivel de prueba correspondiente. La forma de V muestra que las pruebas se planean tan pronto como se hace la especificación correspondiente. Es popular en industrias reguladas (aeroespacial, médica).",medium,v-model.png,"V-model,pruebas,validacion",no,0,0,,afbb94d8-df91-5c09-b439-b4cff48792a9,2026-05-30T17:06:13.449463
848,disciplinar,4,Gestion de Proyectos de Software,3,Metodologias de desarrollo,single,El RAD (Rapid Application Development) se enfoca en:,Desarrollo rápido con prototipos funcionales y participación activa del usuario,Fases secuenciales largas,Documentación extensiva,A,"RAD: ciclos rápidos de prototipado, fuerte participación del usuario, enfoque en velocidad de entrega.",medium,,,no,0,0,,2366933b-7daa-4031-bc48-dd92795a059b,2026-05-29T02:16:20.577545+00:00
849,transversal,1,Comprension Lectora,1,Ambito de estudio,single,Texto argumentativo vs expositivo:,Argumentativo es neutral y expositivo defiende,Son iguales,Argumentativo defiende una postura con evidencias; expositivo presenta información objetiva,C,Argumentativo: tesis + argumentos. Expositivo: información objetiva sin tomar postura.,medium,,,no,0,0,,313368af-440e-4802-a26e-2d6760e4f535,2026-05-29T02:16:20.875524+00:00
850,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,"De acuerdo con el texto, ¿cuál es la diferencia fundamental entre la economía lineal y la economía circular?","La economía circular utiliza solo materiales naturales, la lineal usa sintéticos","La economía circular cierra ciclos de materiales mediante reutilización y reciclaje, mientras la lineal se basa en extraer-fabricar-desechar","La economía circular solo se aplica al sector tecnológico, la lineal a la industria automotriz",B,"El primer párrafo establece explícitamente esta diferencia: la circular 'rompe con la lógica lineal tradicional de extraer, fabricar, desechar' y propone cerrar ciclos mediante reutilización, reparación, remanufactura y reciclaje. Las opciones A y C introducen información no presente en el texto.",easy,,"comprension,identificacion,academico",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,239cf36c-b101-5bf9-ad3b-d8ce7a14a51a,2026-05-30T17:06:13.449510
851,transversal,1,Comprension Lectora,1,Ambito de estudio,single,La cohesión textual se logra mediante:,"El uso adecuado de conectores, pronombres, sinónimos y referencias para unir oraciones",Solo puntos y comas,Ideas desconectadas,A,"Cohesión: mecanismos lingüísticos que conectan oraciones (conectores, pronombres, sinonimia, elipsis).",medium,,,no,0,0,,a6ecf01f-6206-4a03-888a-214aad2ac1fe,2026-05-29T02:16:20.875524+00:00
852,transversal,1,Comprension Lectora,1,Ambito de estudio,single,"Un conector de consecuencia como 'por lo tanto', 'en consecuencia' indica:",La causa,El resultado o efecto de lo dicho anteriormente,Un ejemplo,B,"Conectores consecutivos: expresan el resultado. 'Estudió mucho, por lo tanto aprobó'.",medium,,,no,0,0,,98684ee2-eff7-425d-9b04-298d1305e4af,2026-05-29T02:16:20.875524+00:00
853,transversal,1,Comprension Lectora,1,Ambito de estudio,single,La idea principal de un texto se encuentra generalmente:,En la última palabra,Solo en títulos,En la primera oración del párrafo o en la conclusión,C,Idea principal: oración temática (primera) o cierre del párrafo.,medium,,,no,0,0,,5c21473f-0043-4d0d-88f6-5b16601e7c31,2026-05-29T02:16:20.577545+00:00
854,transversal,1,Comprension Lectora,1,Ambito de estudio,single,Diferencia entre idea principal y secundaria:,La secundaria es más importante,La principal expresa el tema central; las secundarias la apoyan con detalles y ejemplos,No hay diferencia,B,"Principal = mensaje central. Secundarias = apoyo, ejemplos, argumentos.",medium,,,no,0,0,,4a973736-f287-4e67-99c8-0b11d3d340c6,2026-05-29T02:16:20.577545+00:00
855,transversal,1,Comprension Lectora,1,Ambito de estudio,single,"La diferencia entre 'porqué', 'porque', 'por qué' y 'por que':",Solo existen dos formas,'Porqué' = sustantivo (el motivo); 'porque' = causal; 'por qué' = interrogativo; 'por que' = preposición+relativo,Son iguales,B,"4 formas distintas: sustantivo, conjunción causal, interrogativo, preposición+relativo.",medium,,,no,0,0,,2ae9c0b4-d758-4825-bc6b-345d4a098a17,2026-05-29T02:16:20.875524+00:00
856,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,"Según el texto, ¿qué cantidad de residuos electrónicos se generan anualmente y cuál es la fuente citada?","Más de 50 millones de toneladas, según el Foro Económico Mundial","70 millones de toneladas, según la Unión Europea","10 millones de toneladas, según Fairphone",A,"El segundo párrafo afirma textualmente: 'los residuos electrónicos, que ya superan las 50 millones de toneladas anuales según el Foro Económico Mundial'. Los otros datos son distractores que mezclan cifras o fuentes incorrectas.",easy,,"comprension,literal,datos",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,c2660024-e78d-57a2-a56c-2cbe6234b920,2026-05-30T17:06:13.449601
857,transversal,1,Comprension Lectora,1,Ambito de estudio,single,"En un texto técnico, las siglas deben:",Nunca usarse,Definirse la primera vez que aparecen y después usar solo la sigla,Usarse sin explicación,B,Primera mención: nombre completo + sigla entre paréntesis. Después: solo la sigla.,medium,,,no,0,0,,7d6f3b5f-60ba-4a7b-bd71-c8cf785275d1,2026-05-29T02:16:20.875524+00:00
858,transversal,1,Comprension Lectora,1,Ambito de estudio,single,El punto y coma (;) separa:,Oraciones independientes pero relacionadas temáticamente,Oraciones sin relación,Inicia pregunta,A,Punto y coma: oraciones con relación temática estrecha.,medium,,,no,0,0,,c3c7d2ed-6e90-4ee7-b961-34e06a3fd017,2026-05-29T02:16:20.875524+00:00
859,transversal,1,Comprension Lectora,1,Ambito de estudio,single,La redundancia en redacción es:,Algo deseable,"Repetir información innecesariamente ('subir arriba', 'lapso de tiempo', 'volver a repetir')",Un recurso literario necesario,B,"Redundancia = pleonasmo innecesario. 'Subir arriba', 'bajar abajo', 'ver con los ojos'. Evitar en redacción técnica.",medium,,,no,0,0,,111713b5-68d7-450c-a750-bd42c808c7e0,2026-05-29T02:16:20.875524+00:00
860,transversal,1,Comprension Lectora,1,Ambito de estudio,single,"Un texto con la estructura 'Introducción, Desarrollo, Conclusión' es:",Un poema,Un texto expositivo o argumentativo con estructura clásica,Un diccionario,B,"Estructura clásica: introducción (tema), desarrollo (argumentos/explicación), conclusión (cierre/síntesis).",medium,,,no,0,0,,f09b00b3-4181-4463-aa55-209f3ccde39a,2026-05-29T02:16:20.875524+00:00
861,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,¿Cuál es la intención comunicativa predominante del texto?,Narrar una historia ficticia sobre la industria tecnológica,"Exponer un problema ambiental y argumentar a favor de un modelo de solución compartida entre Estado, industria y ciudadanía",Promocionar los productos de la marca Fairphone,B,"El texto presenta el problema (residuos electrónicos), describe iniciativas regulatorias e industriales y concluye apelando a una 'alianza entre Estado, industria y ciudadanía'. No es narrativo ni publicitario. Fairphone se menciona como ejemplo, no para promocionar.",medium,,"comprension,interpretacion,intencion",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,055d1de8-5364-5f6e-afc2-a4c4bd264899,2026-05-30T17:06:13.449672
862,transversal,1,Comprension Lectora,1,Ambito de estudio,single,'Sin embargo' o 'no obstante' indica:,Lo que sigue contradice o matiza lo anterior,Un ejemplo,Se repite lo mismo,A,Conectores de contraste: introducen idea opuesta o matiz.,medium,,,no,0,0,,e6b9b66f-079a-40b5-997f-3d227d264b2e,2026-05-29T02:16:20.577545+00:00
863,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,"En el enunciado 'La transición hacia una economía circular tecnológica exige una alianza entre Estado, industria y ciudadanía', la palabra 'transición' puede sustituirse, sin cambiar el sentido, por:",Cancelación,Cambio o paso,Retroceso,B,"'Transición' significa el paso de un estado o modo a otro distinto. Sus sinónimos contextuales son cambio, paso, evolución. 'Cancelación' significa anular y 'retroceso' es lo contrario.",easy,,"comprension,vocabulario,sinonimos",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,b56df531-b4de-5b1f-8df5-b3d30a676325,2026-05-30T17:06:13.449696
864,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,El autor menciona la ley europea del 'derecho a reparación' aprobada en 2024 con el propósito de:,Criticar la sobrerregulación del mercado tecnológico,Ilustrar con un ejemplo concreto cómo la regulación puede transformar la industria hacia un modelo circular,Demostrar que la UE prohíbe la fabricación de teléfonos inteligentes,B,"El tercer párrafo abre con 'Frente a este panorama, varias iniciativas comienzan a transformar la industria' y enseguida presenta el derecho a reparación como ejemplo. El autor lo expone en sentido positivo, no crítico, ni habla de prohibición.",medium,,"comprension,evaluacion,proposito",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,cc4da14c-668f-5100-94b0-1c0236cadbda,2026-05-30T17:06:13.449705
865,transversal,1,Comprension Lectora,1,Ambito de estudio,single,Un párrafo bien construido debe tener:,"Una idea principal (oración temática), ideas de apoyo y una conclusión o transición",Solo una palabra,Muchas ideas sin relación,A,"Párrafo: oración temática + oraciones de apoyo (ejemplos, datos, argumentos) + cierre.",medium,,,no,0,0,,00d6fdd4-a1c1-4beb-a18c-00c34c582b7c,2026-05-29T02:16:20.875524+00:00
866,transversal,1,Comprension Lectora,1,Ambito de estudio,multi,¿Cuál de las siguientes inferencias se puede sostener válidamente con base en el texto?,El modelo de economía circular es incompatible con la innovación tecnológica,La obsolescencia programada y las baterías no removibles son prácticas que dificultan la transición a un modelo circular,Los consumidores son los únicos responsables del problema de los residuos electrónicos,B,"El texto menciona la obsolescencia programada y las baterías no removibles como agravantes ('La obsolescencia programada, las baterías no removibles y la falta de repuestos oficiales agravan el problema'). A es infundada y C es contraria al texto (que llama a alianza tripartita).",medium,,"comprension,inferencia,evaluacion",no,0,0,6a192403-148e-52b1-a6fb-6a75994df3c1,31249faf-a23d-55f2-ae27-d39a175a2f60,2026-05-30T17:06:13.449734
867,transversal,1,Comprension Lectora,1,Ambito de estudio,single,"Un conector de causa como 'porque', 'ya que', 'debido a' indica:",Una contradicción,La razón o motivo de lo que se afirmó anteriormente,Un ejemplo,B,Conectores causales: explican el POR QUÉ de algo. 'Llegó tarde porque hubo tráfico'.,medium,,,no,0,0,,05090b34-63eb-4dbc-9b9d-9761a30eaa3a,2026-05-29T02:16:20.875524+00:00
868,transversal,1,Comprension Lectora,1,Ambito de estudio,single,¿Cuál usa correctamente el acento diacrítico?,El libro es para tú,¿Tú sabes dónde está mi libro?,Tu sabes donde esta mi libro,B,"'Tú' (pronombre), 'tu' (posesivo). 'Dónde' (interrogativo), 'donde' (relativo).",medium,,,no,0,0,,d668e088-d9dc-49f5-87c4-ed3d3f4f46a1,2026-05-29T02:16:20.875524+00:00
869,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,"Segun el autor, ¿por que la poesia es una forma de resistencia en tiempos de crisis?","Porque permite preservar la belleza, la humanidad y combatir el silencio que impone el dolor",Porque ofrece soluciones tecnicas a los problemas economicos y politicos del momento,Porque demuestra que los poetas son superiores moralmente a otros ciudadanos,A,"El ensayo define la poesia como resistencia 'a que el mundo nos reduzca a numero', 'a que el dolor nos haga olvidar la belleza', 'a que el silencio gane'. Es preservacion humana, no solucion tecnica ni juicio moral.",medium,,,no,0,0,dded344d-d167-44e9-b30d-d8fcc1a19113,13175e4c-a304-4df3-a8dd-1969d4e29011,2026-05-29T02:30:02.911398+00:00
870,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Cual es la principal revelacion que descubre Laura al leer el cuaderno?,Que su abuelo era en realidad un escritor secreto cuya obra integral merece publicarse,Que su abuelo tuvo una vida interior poetica y emocional desconocida para su familia,Que su abuelo escondia un secreto vergonzoso que mantuvo oculto toda su vida,B,"El cuaderno revela emociones, memorias y un primer amor desconocido. No hay nada vergonzoso ni mencion a publicacion. La revelacion es la vida interior poetica de un hombre comun.",medium,,,no,0,0,93ab9e74-cb3f-4427-a8dd-570476b96af5,b4b2f996-97c2-446f-a438-c0f98666c01c,2026-05-29T02:30:02.911398+00:00
871,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Que funcion narrativa cumple el hombre desconocido del banco?,"Es una presencia silenciosa que, sin intervenir, refuerza la determinacion de Clara",Funciona como un companero de viaje que la acompanara a su destino,Representa un peligro inminente que ella decide enfrentar con valentia,A,"El hombre no habla ni mira a Clara, pero su presencia le produce calma y reafirma su decision. Es un recurso narrativo de presencia silenciosa que valida la accion del personaje.",hard,,,no,0,0,3573290a-ec26-4dbb-914b-598e865bec01,84848436-5a3d-4b18-97e6-df8c87a84206,2026-05-29T02:30:02.911398+00:00
872,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,"En el contexto del texto, la expresion 'acto casi revolucionario' aplicada a leer un libro completo significa que:",Solo los activistas politicos leen libros completos,La lectura desafia gobiernos y sistemas politicos directamente,"Va contracorriente de los habitos dominantes de prisa, ruido y atencion fragmentada",C,"El texto contextualiza la 'revolucion' frente a 'prisa, ruido de pantallas, fragmentacion de la atencion'. Es una rebeldia contra los habitos contemporaneos, no contra el poder politico.",hard,,,no,0,0,0bf19a52-cc66-4a30-bbec-df670b42a670,7aa642bb-a7b1-437b-bdba-6f8122d35c1b,2026-05-29T02:30:02.911398+00:00
873,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,"¿Que funcion cumplen las menciones a Anna Ajmatova, Paul Celan y Federico Garcia Lorca en el texto?",Demuestran que la poesia siempre fracasa frente al horror del mundo,Son meros adornos eruditos sin relacion directa con el argumento,Sirven como ejemplos concretos que dan respaldo historico a la tesis del autor,C,"Estos poetas escribieron en contextos extremos (Stalin, Auschwitz, Guerra Civil espanola). El autor los cita para sustentar empiricamente su tesis: que la poesia florecio incluso en el horror.",medium,,,no,0,0,dded344d-d167-44e9-b30d-d8fcc1a19113,949a49b9-ab14-4408-89c1-c70d6a753987,2026-05-29T02:30:02.911398+00:00
874,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Que decision tomo Tomas al escribir la carta?,Reclamar el dinero que su hermano le adeudaba desde hace anos,Despedirse formalmente porque sabia que iba a morir muy pronto,Reconciliarse evocando un recuerdo positivo de infancia en lugar del conflicto pasado,C,"El texto explicitamente dice 'No escribio sobre el dinero. No escribio sobre la pelea.' En cambio, escribio sobre la tarde del fuerte de sabanas: un acto deliberado de reconciliacion via memoria positiva.",easy,,,no,0,0,48cda02f-6a30-46fc-b9f8-313846466082,12db15a7-602c-4390-a1f5-d15099875f46,2026-05-29T02:30:02.911398+00:00
875,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,"Segun el texto, ¿cual es el simbolismo del espejo enmarcado en raices?",Representa la proyeccion del potencial que cada persona ya lleva dentro y puede elegir desarrollar,Representa el destino inevitable que la abuela impone a Mariana,Representa la decepcion entre lo que somos y lo que quisieramos ser,A,"La abuela aclara: 'lo que el espejo muestra no es lo que eres, sino lo que podrias llegar a ser si te atreves'. El espejo simboliza el potencial latente, no un destino impuesto ni una decepcion.",medium,,,no,0,0,cc811812-6ba5-4697-b132-1a6362006195,623936e2-2725-42f4-92f1-a72cf9dca08d,2026-05-29T02:30:02.911398+00:00
876,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Cual es el significado de la oracion final 'durmio sin sonar con el pasado'?,Habia olvidado por completo a su hermano y los hechos antiguos,Tomo medicamentos fuertes que evitaron las pesadillas,"La carta le permitio reconciliarse internamente, liberandolo del peso emocional acumulado",C,"El texto sugiere alivio emocional tras un acto reparador, no olvido. La oracion remite a paz interior tras decir lo no dicho.",medium,,,no,0,0,48cda02f-6a30-46fc-b9f8-313846466082,db713991-08e6-4ce8-821d-23e4c4ff4094,2026-05-29T02:30:02.911398+00:00
877,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Cual es la idea central del ensayo?,Solo leer textos clasicos en silencio absoluto es genuinamente valioso,Los libros son obsoletos en la era de las pantallas y la fragmentacion,"Leer es un acto solitario pero fertil, que combate la verdadera soledad del no-pensamiento",C,"El autor distingue dos tipos de soledad: la del lector (fertil, llena de voces) y la 'mala' (el no-pensamiento). El nucleo es que leer es una soledad que enriquece.",easy,,,no,0,0,0bf19a52-cc66-4a30-bbec-df670b42a670,4d90c768-1e5a-47a7-8b66-e5232365e0d7,2026-05-29T02:30:02.911398+00:00
878,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,"¿Que sentimiento predomina en Laura al final del cuento, cuando abraza el cuaderno?",Curiosidad superficial por publicar el material para obtener notoriedad,Conexion intima y consoladora con su abuelo a traves de las palabras que dejo,Ira por haber sido excluida de la vida secreta de su abuelo,B,"La accion final (abrazar el cuaderno contra el pecho) y la frase 'podia conocerlo de verdad por primera vez' indican intimidad y consuelo, no enojo ni interes utilitario.",easy,,,no,0,0,93ab9e74-cb3f-4427-a8dd-570476b96af5,e2e3c1d1-68c9-4b4e-ba9f-26e6b8b493c1,2026-05-29T02:30:02.911398+00:00
879,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Cual es la mejor inferencia sobre el cambio emocional de Mariana al final del cuento?,Asume con miedo que su vida ya esta decidida,Decide ignorar la vision y volver a ser una nina sin preocupaciones,Pasa del temor al reconocimiento sereno de una vocacion propia,C,"Mariana primero retrocede asustada, pero luego sonrie y comprende. Vuelve corriendo y la accion final muestra una decision personal asumida, no impuesta ni evadida.",medium,,,no,0,0,cc811812-6ba5-4697-b132-1a6362006195,7dbf3e16-1477-4792-b9ef-eb440812af03,2026-05-29T02:30:02.911398+00:00
880,transversal,1,Comprension Lectora,2,Ambito literario,multireactivo,¿Cual de los siguientes elementos del texto sugiere que el viaje de Clara fue planeado con anticipacion?,Estaba sola en la estacion sin que nadie la despidiera,Estaba escuchando musica con sus audifonos durante la espera,"Llevaba dos anos planeandolo, ahorro, vendio cosas y dejo una nota",C,"El segundo parrafo enumera explicitamente las acciones preparatorias: dos anos planeando, ahorrar, llamar al jefe, vender pertenencias y dejar nota. Esos detalles textuales evidencian la planificacion.",easy,,,no,0,0,3573290a-ec26-4dbb-914b-598e865bec01,e32aeac3-0aac-40c0-9f65-684727533e58,2026-05-29T02:30:02.911398+00:00
881,transversal,1,Comprension Lectora,3,Ambito de participacion social,multireactivo,"Segun el texto, ¿cual es el aporte economico que deben cubrir los vecinos?","El 100% del presupuesto, ya que el municipio no aporta nada","Una cuota fija de 850,000 pesos por hogar","El 30% del presupuesto, proporcional al frente de cada predio",C,"El texto detalla: 'el municipio aporta el 70% y los vecinos deben cubrir el 30% restante mediante cuota proporcional al frente de cada predio'. Es porcentaje, no cuota fija ni 100%.",easy,,,no,0,0,0dfea5bb-fca1-4978-92f1-7cb1ead488bc,5a7b4282-d382-4c26-b6cd-3025b5ce2951,2026-05-29T02:30:02.911398+00:00
882,transversal,1,Comprension Lectora,3,Ambito de participacion social,multireactivo,¿Que tipo de arboles se plantaran y por que se eligieron?,"Encinos, pinos y madronos, por ser especies nativas de la region adecuadas a la zona afectada","Arboles ornamentales importados, por su belleza estetica para el parque",Cualquier tipo de arbol frutal que cada participante quiera llevar de su casa,A,"El texto especifica '500 arboles nativos de la region (encinos, pinos y madronos)'. La eleccion de especies nativas es habitual en reforestacion porque se adaptan al ecosistema local.",easy,,,no,0,0,4cfc50b7-efa4-48d2-876e-38722536e39c,68a6a6e2-cb51-4bcb-9812-f0b4468860d1,2026-05-29T02:30:02.911398+00:00
